Algo,InconsModelSize,NoOfCoreRxns,Runtime,LPS
SW,10000,4450,107.6811228,12
FC,10000,4550,37.8201171,916
SPcc_SPc,10000,4550,2.7817317,17
SP,10000,4550,2.072969,9
SW,10000,4550,107.1096857,12
FC,10000,4650,37.6998778,920
SPcc_SPc,10000,4650,2.5393384,13
SP,10000,4650,2.4340628,9
SW,10000,4650,109.8112357,12
FC,10000,4750,38.7880547,920
SPcc_SPc,10000,4750,3.0527121,16
SP,10000,4750,2.1675587,9
SW,10000,4750,106.9234649,14
FC,10000,4850,37.8786438,930
SPcc_SPc,10000,4850,2.60016,14
SP,10000,4850,1.937312,9
SW,10000,4850,109.3593765,13
FC,10000,4950,38.6132318,906
SPcc_SPc,10000,4950,2.6360455,14
SP,10000,4950,1.8385539,9
SW,10000,4950,106.5082227,16
FC,10500,50,9.2849794,165
SPcc_SPc,10500,50,2.775724,10
SP,10500,50,2.4202338,9
SW,10500,50,130.7800768,10
FC,10500,150,9.9896203,171
SPcc_SPc,10500,150,3.2061152,12
SP,10500,150,2.7586216,9
SW,10500,150,129.9106457,12
FC,10500,250,10.2157844,175
SPcc_SPc,10500,250,2.7572387,11
SP,10500,250,2.5414697,9
SW,10500,250,131.1338811,18
FC,10500,350,9.9776768,169
SPcc_SPc,10500,350,3.1852652,11
SP,10500,350,2.8049461,9
SW,10500,350,129.8074212,11
FC,10500,450,10.3438948,177
SPcc_SPc,10500,450,2.8777611,11
SP,10500,450,2.5282346,9
SW,10500,450,130.7116744,20
FC,10500,550,10.0711956,171
SPcc_SPc,10500,550,3.0378228,11
SP,10500,550,2.6088106,9
SW,10500,550,129.5322227,14
FC,10500,650,11.6399361,185
SPcc_SPc,10500,650,3.0747694,11
SP,10500,650,2.9002942,9
SW,10500,650,130.2973089,17
FC,10500,750,11.6541115,189
SPcc_SPc,10500,750,3.1532499,12
SP,10500,750,2.4182739,9
SW,10500,750,130.0947306,15
FC,10500,850,10.721289,179
SPcc_SPc,10500,850,3.0056059,12
SP,10500,850,2.8169781,9
SW,10500,850,129.2050577,11
FC,10500,950,10.6773627,177
SPcc_SPc,10500,950,2.939463,12
SP,10500,950,2.6446998,9
SW,10500,950,130.7511729,19
FC,10500,1050,10.0593715,171
SPcc_SPc,10500,1050,3.0098789,11
SP,10500,1050,2.681797,9
SW,10500,1050,128.9259687,14
FC,10500,1150,12.1232232,189
SPcc_SPc,10500,1150,3.3105485,13
SP,10500,1150,2.3522055,9
SW,10500,1150,129.4792247,13
FC,10500,1250,9.7374494,169
SPcc_SPc,10500,1250,2.9491316,11
SP,10500,1250,2.6552298,9
SW,10500,1250,129.3515845,13
FC,10500,1350,11.8774722,191
SPcc_SPc,10500,1350,2.9267425,11
SP,10500,1350,2.5230888,9
SW,10500,1350,130.5987941,13
FC,10500,1450,10.1358914,173
SPcc_SPc,10500,1450,3.3552511,14
SP,10500,1450,2.4639576,9
SW,10500,1450,130.1828226,13
FC,10500,1550,11.7606236,187
SPcc_SPc,10500,1550,3.5256291,15
SP,10500,1550,2.6716951,9
SW,10500,1550,131.4274809,13
FC,10500,1650,13.150325,201
SPcc_SPc,10500,1650,3.3933052,15
SP,10500,1650,2.5631052,9
SW,10500,1650,130.6455342,14
FC,10500,1750,9.6962084,169
SPcc_SPc,10500,1750,3.0157885,12
SP,10500,1750,2.6375837,9
SW,10500,1750,129.6314055,15
FC,10500,1850,11.6589368,189
SPcc_SPc,10500,1850,3.1259213,12
SP,10500,1850,2.6363207,9
SW,10500,1850,129.2454181,13
FC,10500,1950,11.3392676,183
SPcc_SPc,10500,1950,3.0180495,12
SP,10500,1950,2.6115322,9
SW,10500,1950,129.9790848,15
FC,10500,2050,12.1146176,191
SPcc_SPc,10500,2050,2.8958601,13
SP,10500,2050,2.711905,9
SW,10500,2050,133.2952267,13
FC,10500,2150,13.2239285,199
SPcc_SPc,10500,2150,3.2741429,15
SP,10500,2150,2.424804,9
SW,10500,2150,129.0489188,13
FC,10500,2250,12.399798,195
SPcc_SPc,10500,2250,3.2089191,15
SP,10500,2250,2.60662,9
SW,10500,2250,132.0836454,21
FC,10500,2350,13.4356582,202
SPcc_SPc,10500,2350,3.6553251,16
SP,10500,2350,2.3950683,9
SW,10500,2350,130.5490044,15
FC,10500,2450,11.9857493,191
SPcc_SPc,10500,2450,2.9997262,12
SP,10500,2450,2.5416731,9
SW,10500,2450,128.9792153,14
FC,10500,2550,12.0943878,191
SPcc_SPc,10500,2550,2.9449399,12
SP,10500,2550,2.6095316,9
SW,10500,2550,131.2418775,13
FC,10500,2650,11.6521758,189
SPcc_SPc,10500,2650,2.9178415,12
SP,10500,2650,2.567222,9
SW,10500,2650,129.8601378,14
FC,10500,2750,13.1002441,201
SPcc_SPc,10500,2750,3.2305231,14
SP,10500,2750,2.2912575,9
SW,10500,2750,133.7258862,15
FC,10500,2850,11.2251639,183
SPcc_SPc,10500,2850,3.5750459,17
SP,10500,2850,2.6721774,9
SW,10500,2850,128.6463333,14
FC,10500,2950,12.9322204,196
SPcc_SPc,10500,2950,3.1867389,13
SP,10500,2950,2.5762219,9
SW,10500,2950,130.3170351,15
FC,10500,3050,13.2911781,208
SPcc_SPc,10500,3050,3.0909697,13
SP,10500,3050,2.2613933,9
SW,10500,3050,129.7720348,20
FC,10500,3150,12.741145,199
SPcc_SPc,10500,3150,3.1972873,14
SP,10500,3150,2.6499923,9
SW,10500,3150,128.0413895,16
FC,10500,3250,12.9818305,201
SPcc_SPc,10500,3250,3.1353205,13
SP,10500,3250,2.5409178,9
SW,10500,3250,128.9035178,14
FC,10500,3350,12.1679427,193
SPcc_SPc,10500,3350,3.1906026,14
SP,10500,3350,2.4899863,9
SW,10500,3350,128.6778284,12
FC,10500,3450,13.6042629,211
SPcc_SPc,10500,3450,2.9992463,13
SP,10500,3450,2.6970638,9
SW,10500,3450,129.038619,13
FC,10500,3550,13.7585182,208
SPcc_SPc,10500,3550,3.3890052,15
SP,10500,3550,2.5146977,9
SW,10500,3550,129.757617,14
FC,10500,3650,13.7256693,207
SPcc_SPc,10500,3650,3.0221237,13
SP,10500,3650,2.4815316,9
SW,10500,3650,129.3302193,15
FC,10500,3750,14.5115174,215
SPcc_SPc,10500,3750,3.2014732,14
SP,10500,3750,2.6253269,9
SW,10500,3750,132.1548104,15
FC,10500,3850,15.3907005,221
SPcc_SPc,10500,3850,3.2257215,14
SP,10500,3850,2.3037142,9
SW,10500,3850,129.9501376,20
FC,10500,3950,12.8507863,197
SPcc_SPc,10500,3950,3.0493796,14
SP,10500,3950,2.4370561,9
SW,10500,3950,133.1443636,13
FC,10500,4050,13.3688452,201
SPcc_SPc,10500,4050,3.50212,17
SP,10500,4050,2.4451786,9
SW,10500,4050,132.8681268,14
FC,10500,4150,15.0825422,215
SPcc_SPc,10500,4150,3.1983969,14
SP,10500,4150,2.3565549,9
SW,10500,4150,129.3212036,12
FC,10500,4250,15.2371643,217
SPcc_SPc,10500,4250,3.1380282,13
SP,10500,4250,2.5276041,9
SW,10500,4250,128.7960501,14
FC,10500,4350,13.5616922,211
SPcc_SPc,10500,4350,3.4573763,16
SP,10500,4350,2.669786,9
SW,10500,4350,128.0555001,15
FC,10500,4450,12.9036146,201
SPcc_SPc,10500,4450,2.9248833,12
SP,10500,4450,2.376987,9
SW,10500,4450,132.4721732,12
FC,10500,4550,13.829386,207
SPcc_SPc,10500,4550,3.3998744,17
SP,10500,4550,2.6492159,9
SW,10500,4550,128.4749663,14
FC,10500,4650,15.1489786,223
SPcc_SPc,10500,4650,2.9993294,14
SP,10500,4650,2.4311001,9
SW,10500,4650,131.8361386,16
FC,10500,4750,14.4182769,215
SPcc_SPc,10500,4750,3.3758375,15
SP,10500,4750,2.434044,9
SW,10500,4750,132.6122473,15
FC,10500,4850,12.7570436,203
SPcc_SPc,10500,4850,3.0927147,13
SP,10500,4850,2.2128274,9
SW,10500,4850,133.3234608,22
FC,10500,4950,15.0671261,221
SPcc_SPc,10500,4950,3.1201963,14
SP,10500,4950,2.1307194,9
SW,10500,4950,130.7705013,16
